15;0;0.446428571429;0.35;22903;4339;223;3067;3826;4114;1715;5837;4609;5096;3734;2020;2084;4275;985;640;545;5091;2235;5235;2244;2580;971;2437;5267;425;347;686;703;595;3585;2599;5460;5995;1335;2135;1338;2146;4946;1046;3295;3652;1055;62;5462;1687;2398;656;1213;3522;5714;
16;1;0.625;0.0;20670;2270;5474;4753;1784;3484;5520;4578;728;5691;2056;3302;5726;335;4092;2837;4637;3563;4764;5476;2858;2901;4534;664;6027;1363;3146;3251;5401;1852;4885;5951;3346;1082;5594;1188;4426;2717;200;2221;5462;3025;3905;2210;1187;1462;2919;1098;1741;1467;5551;
17;0;0.892857142857;0.05;95350;318;5638;664;2188;203;2982;3914;3348;5720;1136;1362;3787;4208;3351;4977;4211;4473;2028;4177;1888;921;1284;3763;4037;3288;3981;5832;3569;2353;2031;2938;4249;2466;3944;5010;5478;3070;5431;4702;1605;3772;1386;2422;3210;2669;5429;504;403;2864;3990;
18;1;0.321428571429;0.15;95825;3347;1656;4742;2928;4925;3431;964;4998;4138;3792;1628;2098;4348;1566;1751;1452;5025;1531;4299;5683;2097;5249;1223;1883;3479;1497;1180;3615;4166;5690;723;1305;4039;1965;2092;3460;6005;4382;149;2821;5742;2406;3696;4248;2519;2805;4526;3380;1003;350;
19;0;0.0178571428571;0.5;48073;11;3670;610;3631;1459;4251;1094;54;4945;3035;379;2384;2371;3890;496;5987;3275;2462;4529;2315;2580;5007;4541;2395;3161;543;2171;5888;5405;4668;5857;4713;3663;4127;64;708;5865;1020;1701;4055;5495;2972;1410;4630;1932;5460;1269;2373;5244;637;
20;0;0.446428571429;0.7;55113;3113;4560;474;5650;330;4691;3247;2722;2848;3215;4331;2233;2259;5295;5647;387;5525;1604;1422;2597;77;2656;3282;809;57;4653;406;2543;3121;3920;4146;326;552;4314;4761;5172;627;735;5602;5569;1420;1677;5821;5203;1567;1702;975;3037;1899;5621;
21;0;0.321428571429;0.8;99353;1767;4656;4403;1860;2496;659;241;3822;4528;1056;201;1920;433;507;5961;4891;3240;2982;585;83;2154;2086;2500;558;3539;1271;5494;2932;357;4968;1943;2587;4406;5351;327;4887;5682;1038;4002;4586;4095;4832;2772;4798;5044;3643;3793;5552;947;3379;
22;0;0.321428571429;0.75;53706;425;2967;518;4027;397;2840;1753;3015;3297;3516;1316;4921;800;3770;3801;5741;1959;717;2623;1052;2256;5663;5936;1025;2919;3963;453;1519;630;4438;4123;3753;5931;3978;5549;3504;2287;5460;4157;4769;4163;2731;3888;4816;2180;1607;1594;801;2814;5032;
23;0;0.625;0.0;90049;2496;2694;3963;2346;4237;3187;5117;4860;1353;4221;4928;3933;5530;1346;348;4925;476;897;4158;1063;5103;5299;2004;5924;4610;4957;706;2079;5868;944;3547;4411;1426;4434;4271;3268;4602;4116;1798;2580;1974;5747;951;3275;3104;2409;5100;4716;5187;1806;
24;1;0.446428571429;0.35;10023;2192;3103;5474;5195;1756;4049;4976;2118;2030;3531;2388;300;5564;3553;4775;5421;1096;3968;2629;3707;4081;1362;4813;1755;5291;97;2043;304;914;4566;3291;4451;4527;374;4757;3865;3254;2164;3648;2899;1934;633;1185;474;1520;3347;4750;5384;5408;3680;
25;0;0.321428571429;0.2;1609;4845;1475;1473;3936;5675;5079;38;1146;3449;2495;3212;3650;3708;2727;422;4211;1117;1554;5452;5926;4186;4133;1819;5635;3809;249;2776;5570;2192;832;4244;419;4402;2740;2701;3177;3256;1695;5645;5164;2170;285;5325;1990;1452;5219;1416;3595;4896;1406;
26;0;0.446428571429;0.35;23112;606;2837;2435;3535;4301;2992;4739;5869;3026;1848;4500;2027;3517;366;2191;5094;3225;2282;631;1226;405;483;3807;5391;5415;4178;3472;3922;181;499;188;4507;325;1053;5292;761;1020;3709;3750;1992;3142;1877;2036;2087;4540;3232;5813;1339;3923;220;
27;0;0.446428571429;0.55;19130;4135;795;294;346;427;2959;496;4378;4197;3184;3061;1298;3120;5632;689;3744;1548;1805;3172;660;1312;3034;2439;5664;5070;4537;4285;4960;2863;3948;3550;2016;5572;5403;2681;2490;3784;1933;1640;3962;5724;5813;1930;1202;2790;1787;1529;1182;44;208;
28;1;0.446428571429;0.05;14607;2455;5182;274;4050;750;2722;2061;2162;4452;940;319;3028;2058;5036;2199;3746;4389;3134;4532;4775;1593;4926;4483;2124;4062;51;5030;624;2116;4222;902;3994;5910;5965;2937;2924;3947;4538;1872;5142;407;1155;1758;5535;5180;4420;704;1876;1927;5314;
29;0;0.625;0.35;33407;127;376;56;585;519;5448;5522;5512;972;2357;3917;2070;3563;2041;2564;2953;4005;3762;419;3299;4140;706;5723;2301;670;3994;1840;3324;1889;3487;1236;5622;923;2339;1624;277;3897;1166;1963;5545;211;61;5804;207;584;368;4806;5793;554;4227;
30;1;0.625;0.35;19143;3707;4110;703;507;2058;2679;2489;2875;3935;5034;1307;4768;2092;699;4468;600;1516;5239;4840;5301;4959;3021;1008;4998;3390;1840;5066;2241;212;5326;3518;5811;1991;5889;1597;284;79;5804;810;3789;5628;5724;1986;4161;1686;1216;3526;1650;3863;3524;
31;0;1.0;0.35;6840;5;1812;456;882;4570;2141;4599;5191;1749;1558;3075;3955;792;1015;344;993;4735;3049;2981;668;892;4794;2496;5316;2264;2047;2377;3335;4376;5997;1077;2491;192;929;5951;4238;3926;1175;458;1741;3717;717;5118;4482;2373;252;1953;1305;3116;3361;
32;1;0.446428571429;0.0;19355;5066;6032;3812;3904;1495;4253;436;392;1795;3557;4688;4302;5955;5564;2067;5984;450;4423;1666;3833;406;5377;5757;2353;5728;2638;1800;3995;4696;4217;626;4028;2898;454;5516;3814;3709;1144;2560;3247;47;4177;3230;3495;5739;3763;2643;3648;4752;35;
33;0;0.803571428571;0.15;55421;3932;2125;2942;2573;2775;1738;2455;446;1709;3378;238;1232;3781;4085;338;4527;1944;2617;2060;2459;501;5158;2796;3154;630;4949;5557;5811;2998;2543;2490;2808;2981;2099;2530;6039;2183;1158;4487;1629;3552;3847;1161;3507;3116;4744;5311;5099;2875;2121;
34;1;0.321428571429;0.0;2135;4984;3997;5343;5476;1150;5855;631;948;1737;1605;5038;3761;3126;6003;6033;3270;2812;119;1099;4284;5824;2880;6027;1355;5655;2901;2481;3469;4848;3581;1015;3912;5875;5850;5394;648;1518;253;2173;1263;567;5771;2506;3041;5329;1434;3295;4921;1214;3885;
35;0;0.803571428571;0.05;2482;3030;4979;513;4388;5910;5437;4590;1032;4602;372;866;32;5945;1793;3161;3286;1873;2121;445;5065;1360;5963;2361;3127;5620;3720;308;3723;2254;2776;3306;5187;3946;2125;3979;50;3083;5171;5226;2855;1568;3230;598;5804;5490;3047;1280;5771;4915;100;
36;0;0.446428571429;0.15;94123;3732;3454;5618;1689;4659;1274;2468;2281;3077;3090;599;2877;3294;5698;2384;2488;5595;1855;5177;5964;4387;279;5795;4567;1862;5859;2443;2900;3288;2508;510;3123;2149;1092;1568;3907;5616;596;5054;2726;1915;4712;4116;5253;4487;646;1572;2722;837;2211;
37;1;0.446428571429;0.45;66212;4482;417;1319;5199;5446;3582;4024;3456;2250;618;3788;4033;3373;5991;152;2235;2046;2703;1786;3785;860;2460;1381;1857;3962;559;1390;4619;3496;3761;2069;1100;3307;589;3984;5312;4262;3239;2603;3335;2770;5775;3608;4318;3977;1250;1369;5624;5035;3839;
38;1;0.321428571429;0.2;2215;25;2633;2239;2783;1321;5339;4301;1751;615;4950;4520;4955;5484;5604;4489;1215;5424;5115;1542;1165;2531;4022;1879;3315;5183;4718;476;5243;5855;2540;954;4666;3930;5930;3206;468;1257;4115;4999;1590;4503;2551;5379;1595;3805;1690;1000;942;3205;5799;
39;0;0.321428571429;0.2;61820;9;3546;3881;3935;4788;4387;3776;3089;3218;94;286;5829;3002;2362;2380;3173;4538;5712;5260;6037;5888;1684;3835;70;962;3246;1891;4964;3177;1527;3928;4717;2831;2974;1287;424;5591;4466;403;736;3455;2029;4265;4547;2137;3758;1807;4724;5168;4817;
40;0;0.803571428571;0.0;10543;7;249;3808;4140;3332;4493;2755;6022;1515;2762;4121;377;3078;5720;2786;4844;5617;3766;2664;3127;2586;5604;4094;518;6016;3907;3174;88;4749;5450;1019;3904;5407;313;2540;3607;4671;4083;5996;47;1505;1278;1452;1392;1697;2593;2936;5493;3641;1081;
41;1;0.321428571429;0.2;15116;3028;342;5374;3682;3635;4110;2198;5446;4415;362;274;1435;5460;5091;1550;689;5056;399;2758;5312;2804;4589;2869;2151;4682;5380;5971;5407;2511;4816;4748;963;1261;3097;4311;5739;1907;1141;1966;4933;1086;1472;1467;4106;4632;5805;3790;1381;2236;1394;
42;0;0.446428571429;0.4;24502;3666;4795;870;1074;2667;1742;754;172;4102;488;4953;5736;5248;540;4784;4114;3109;726;1546;4198;4493;4246;2542;5992;771;3746;3115;4511;383;4037;3191;2860;3946;342;1615;4106;1410;4360;3642;5218;5259;2942;1961;345;474;541;4967;1867;1302;3406;
43;0;0.446428571429;0.6;60614;2986;1654;4992;3889;5129;1683;958;2796;4007;2593;5764;3250;430;3302;1668;3080;3586;2761;1704;625;5791;2712;3288;849;3102;617;1454;2012;4672;5300;2382;2858;436;5905;5298;858;1521;5395;2931;2629;4465;4616;4470;2015;5950;6027;1784;990;3861;1832;
44;0;0.803571428571;0.85;98052;27;3088;4338;5080;5071;109;5562;4853;4223;4207;5709;4384;2443;1374;4284;3802;1354;1367;5206;3516;4326;1159;2147;827;474;1846;1476;3656;3434;3019;3795;3109;529;5067;3527;3589;5707;4286;4370;5824;2611;4548;312;1347;2614;5333;5469;3504;4313;5168;
45;1;0.803571428571;0.8;94110;1;376;1257;3261;301;3586;3339;478;1428;1797;4031;2414;3949;3089;4387;800;2810;1252;2745;82;3025;865;564;3726;5234;3986;4367;359;1056;3397;314;5774;3871;4157;3651;1266;309;4683;2662;2399;2779;1973;5244;4176;104;5908;4719;4528;2561;5032;
46;0;0.321428571429;0.95;75602;4748;4340;5459;1633;1130;1756;5442;5344;3068;2850;4191;1645;3034;2266;1239;4673;4145;431;1725;1726;188;2146;3265;5496;2842;1365;5023;907;3879;1641;607;1319;4308;995;872;167;1453;5942;2438;3977;3135;2898;1600;5333;397;5432;5509;990;2087;54;
47;0;0.321428571429;0.2;94305;32;40;4380;4577;3463;2253;3820;1704;3368;753;2397;1439;2162;395;1407;721;3118;5041;4620;2439;5045;3479;2363;5697;5363;3800;5660;2255;4044;231;570;3991;5283;3982;2508;2494;4175;3552;4704;682;5844;4445;244;4231;2358;1840;5769;1552;4770;5768;
48;0;0.446428571429;0.2;92107;9;5221;4875;5783;415;2510;2248;662;1257;1853;4088;6032;3986;5991;5888;5684;1289;3851;3113;5617;5049;390;117;4748;3096;1105;4156;5383;4966;201;5294;647;2549;1358;5004;2978;3455;5381;2351;1546;5529;2776;5565;4771;303;4034;5491;725;4078;4265;
49;0;0.321428571429;0.6;77084;221;1928;1683;5072;6032;3183;4970;5488;1058;4111;571;3776;603;4100;214;2607;2752;2342;2946;4232;2643;2782;704;3624;1055;1627;2818;1976;3444;752;1562;505;3741;4916;3634;156;3907;4078;4236;4584;673;4917;3310;3507;3990;5126;5871;131;2479;4474;
50;1;0.446428571429;0.1;98133;35;2229;742;3208;5708;2980;5307;2842;5856;4598;1507;5402;1317;2397;1930;1380;164;4458;3763;5729;1470;1375;4420;147;818;4381;1630;749;4058;2524;724;107;5785;4336;2812;2581;5401;5485;1273;688;5024;5717;5616;4732;3504;4204;1389;2940;2019;5337;
51;1;0.0178571428571;0.5;10562;10;28;1498;375;5177;5334;4456;2129;4557;5447;356;1373;5227;2078;5640;364;2165;792;2172;1547;737;4645;3269;4269;2149;2246;4032;1365;229;2754;5147;472;2618;749;4592;5663;1260;4405;5694;110;1182;3726;1444;4725;3859;3641;5026;3649;751;2466;
52;0;0.321428571429;0.2;72212;1927;3235;165;1001;1008;159;2552;2547;5348;782;1350;623;3044;356;4166;4367;3183;4190;3381;3557;4459;2917;497;557;433;3428;775;5714;579;2225;912;4479;1165;5326;2486;5624;6038;77;5035;4258;6006;1383;3416;3367;5391;403;2638;5309;5109;4724;
53;0;0.446428571429;0.0;96931;10;3064;4488;3330;4980;5663;518;1477;4264;3044;610;1485;1257;4143;3656;1206;5846;5352;1431;3236;3694;4026;2097;2217;4480;2808;5961;1800;1388;4425;3568;1751;1119;5218;1993;1230;4775;3033;3179;276;5126;4857;3225;5452;5547;91;2067;2440;2380;4412;
54;0;0.892857142857;0.05;56723;19;1662;749;5035;1751;5028;4793;1923;1385;3068;5702;1031;5308;5114;512;4852;5943;1197;1563;1865;1289;1216;5304;3858;1684;4372;3530;2546;3616;4717;5594;3309;46;5351;2010;5048;801;4865;658;3333;4416;2585;127;5512;4684;4868;5202;3783;4472;5570;
55;1;0.625;0.6;55303;2917;203;5338;399;4607;1111;647;3406;4943;5500;655;3685;1803;5237;2213;6008;2480;4275;1970;215;1078;1872;1464;4899;5337;287;2622;5726;3893;6009;301;4633;979;3883;754;2118;2166;91;4816;1256;652;3559;3268;3377;2064;4475;1277;537;5985;2208;
56;0;0.625;1.0;60440;29;215;1704;4812;4010;1715;689;1114;286;3656;4018;4670;914;3114;4409;2325;4205;1743;2192;5118;5227;1568;4720;4785;2650;2226;4272;2946;2800;1377;5702;4732;1217;765;223;438;1080;293;4282;1013;5429;769;2895;3738;6026;4422;2208;5439;2964;5460;
57;0;0.321428571429;0.95;30350;20;5082;3833;5040;3984;4218;5077;884;5236;4616;145;533;694;5106;1325;3955;1188;1642;1955;375;4617;4020;514;5520;4314;4828;5653;4263;1051;4953;1013;5725;4375;391;3021;3541;1343;721;1882;3388;4039;3767;3050;2554;994;1662;1081;1772;103;1078;
58;0;0.446428571429;0.1;30303;4882;4459;5188;4321;2650;2659;3736;5832;3331;1146;3724;3330;88;4309;5915;3527;444;2999;2847;2648;2253;5320;3048;5622;438;3040;4318;679;1199;2291;1959;4308;5501;5261;3566;1370;1337;927;1927;4099;3816;5102;2373;761;3859;434;3648;1928;1963;3093;
59;1;0.892857142857;0.05;55413;7;2302;5116;3348;77;3545;883;3815;5765;5340;4214;1822;4498;4482;816;305;600;5072;3613;2946;5586;187;806;1711;466;572;4199;921;5319;5795;1680;1961;2284;4026;3045;3824;1828;1420;1852;4836;5380;3733;2746;404;3876;4634;3105;293;2616;3606;
60;0;0.892857142857;0.05;72118;3620;214;681;4845;3628;2911;2926;3177;2244;1997;4518;1884;751;5290;4679;897;5595;761;2619;4541;3575;5030;2420;2577;5265;4250;4850;2254;2199;2167;813;787;622;3259;3241;3799;688;312;1788;5546;4412;3872;5478;1453;1473;2366;2344;4710;5512;152;
61;0;0.446428571429;0.85;95122;29;5708;4155;5851;294;2945;5832;2027;2163;2077;724;402;1755;4187;177;5356;5700;848;5984;3934;2840;5935;487;2573;1454;222;2961;67;4915;466;647;1133;1677;4420;4852;2153;4196;3300;349;1804;2798;3660;2648;5603;2646;3604;2794;4767;1607;4269;
62;1;0.625;0.15;98105;7;15;2545;2960;1924;2668;5813;3511;164;1435;2251;5039;4374;2597;960;3852;5281;3439;96;4845;449;183;3284;2528;4482;4634;228;573;1825;4086;1855;234;5329;1154;2943;1001;1321;1808;2409;4248;1238;950;683;3299;1829;1551;2326;3110;2662;5898;
63;0;0.321428571429;0.2;54902;12;670;163;2630;3136;3553;798;3575;1196;950;4033;1426;1441;4721;5269;4621;1346;3530;2437;5185;3364;3696;1464;727;5266;338;1025;3846;3945;3442;986;782;89;4574;4839;224;2506;996;1679;2351;2121;716;1955;349;590;2287;1434;2675;938;3981;
64;0;0.321428571429;0.05;53706;19;3836;845;5598;2429;5179;173;264;6009;1093;2579;5787;3583;5639;5354;2732;5232;271;4369;818;317;3029;5045;5588;2550;1847;4343;190;846;1501;4275;611;2889;392;2894;3285;4401;2106;2129;5760;5757;658;4779;3376;5459;3572;4727;5522;5847;5072;
65;0;0.625;0.6;55803;3691;5141;4341;189;3357;3707;3917;1164;1354;5996;3164;1896;429;5660;1339;3986;4202;209;1923;4959;3426;1816;5023;4713;316;3942;653;3240;3750;1371;803;2427;4259;811;5155;5667;3764;2395;4144;590;2841;769;1707;5485;662;5771;1927;571;1137;1202;
66;0;0.446428571429;0.9;57706;4232;3138;2261;4783;4143;1380;4887;1658;4383;2172;559;2414;3216;819;2098;4392;5944;4384;3999;2154;4141;3002;2227;5246;5882;294;1706;2470;324;245;2164;4635;3220;4934;4309;1291;5139;932;1147;1242;1514;5772;5156;5873;3509;3181;1429;5419;371;541;
67;1;0.892857142857;0.25;60181;61;4600;4252;4350;1957;4097;2056;3270;222;3219;1174;4230;1052;4567;2224;5654;2910;3427;3234;2148;2649;1693;2728;2546;3068;5006;1050;4344;5660;5233;3712;2464;3437;1482;3051;5873;1749;1014;4937;4001;3799;4214;3570;645;5910;2210;1873;5035;4753;303;
68;0;0.321428571429;0.2;53706;3109;4714;6018;540;727;5693;5225;3349;2707;935;5066;2818;1760;3722;1330;5023;1729;4857;1419;4558;417;3863;3102;3555;1796;5606;226;6038;6009;2217;157;3753;4324;187;5226;4537;5967;728;913;3455;403;2820;1685;5569;5802;1999;3572;769;3092;128;
69;1;0.446428571429;0.05;2143;4337;1955;3285;3350;86;1835;4242;5383;3557;887;803;460;806;3739;929;4260;1391;5983;4794;5940;2537;3700;4838;4168;2476;2809;502;4445;1142;2882;5634;3211;5664;2567;2284;3790;1935;3117;5715;281;3568;3123;4099;90;1918;3406;1169;1753;1174;132;
70;0;0.321428571429;0.2;53703;39;2905;3384;2448;5677;4076;5028;2700;2253;3201;1586;4874;4998;2837;984;2896;4859;1741;4517;5396;692;5958;4086;2376;2466;621;2563;4996;3828;1772;2922;4226;1327;1568;1183;404;2409;243;577;3395;5966;1569;1277;3577;2279;1161;2687;2756;2130;3898;
71;0;0.446428571429;0.7;95008;13;3815;3580;1862;3708;3255;5860;3514;5974;2736;5968;4345;4115;4638;4104;2487;5349;770;2673;2777;5272;3998;4272;5872;5651;3073;2268;342;3902;5012;286;3823;3093;1382;1601;101;4532;1029;5330;4575;1383;217;3518;4738;695;3764;1037;2366;2627;2757;
72;1;0.803571428571;0.0;55122;2754;5234;5489;1573;3603;2515;5974;1788;5195;1001;6038;5697;2922;2532;962;5252;5348;3780;1703;1137;4266;3016;2868;4734;5189;1352;5619;3578;4505;4196;1963;1825;5562;2349;1237;2220;1279;5223;2279;1080;2175;4745;4927;5920;1131;179;5302;1219;3052;152;
73;0;0.321428571429;0.2;53706;2919;2201;4932;4153;1438;1935;1548;4433;2488;269;4167;3585;2075;677;710;4762;2246;3058;798;1927;3891;141;588;4250;2590;1367;1109;4757;4058;985;3034;1105;5138;1544;4669;1517;1512;3779;1659;4745;5321;5202;3110;2805;2659;5485;3987;3733;5625;1088;
74;0;0.625;0.7;94530;3514;3750;2170;1255;1722;3428;3962;2009;2482;5972;2520;1212;1237;2253;4076;5657;4945;4483;2340;5002;5817;2882;3003;2036;4026;5653;2031;4131;1394;3480;2988;2227;2414;3005;3458;4274;822;3333;1538;1084;3704;2555;5013;695;1782;1026;4286;3829;840;115;
75;1;0.0178571428571;0.5;1748;2300;2926;2772;2563;825;5304;5741;512;3420;2233;4892;2441;2930;4027;5132;1625;1982;3663;2062;5927;5052;2933;4406;5790;2734;2538;1768;2079;160;3402;4811;5767;3114;2948;839;345;924;946;5783;2928;4561;4501;1283;5788;1731;5914;3886;3043;5073;281;
76;0;0.625;0.35;55413;429;1770;3100;3481;2533;5109;1751;5288;940;2100;4109;5647;5279;642;5944;466;138;691;5778;2705;1725;2700;571;2427;2546;1234;3233;5445;3185;2337;1904;4317;3701;1308;4904;3086;946;3125;4116;2941;1524;527;5584;2757;5802;799;3876;1699;4888;645;
77;0;0.321428571429;0.2;15321;14;20;52;59;2662;5954;5163;4628;312;5139;327;5905;1464;2959;3258;943;4397;570;4035;929;2252;4050;4079;5701;4857;2963;188;3833;562;4740;332;405;3929;5691;4201;1807;5268;500;1638;1503;4295;4780;1529;3874;5605;5812;4875;1997;4011;2010;
78;1;0.803571428571;0.05;98029;606;1017;4613;5237;3939;3382;5655;230;4325;3330;5974;2621;5602;971;3992;3113;3914;1678;3003;760;5771;3722;5507;633;4387;5468;282;3877;2349;4982;1898;1044;2147;3493;2881;1873;3036;4822;5992;3323;5238;2075;1773;5615;4858;2535;3278;1244;651;5966;
79;1;0.803571428571;0.0;98103;30;4171;1691;5784;677;4117;915;4245;762;2970;5727;1526;2384;5610;4283;2149;3193;4332;2394;2219;696;4722;3370;3439;1513;5347;475;3132;4821;4717;4963;4919;4727;2818;2196;4388;701;5585;5910;5410;3662;1814;5944;2058;545;1790;5611;665;5520;5841;
80;0;1.0;0.05;49327;4812;3832;2721;4744;4863;1772;4199;4208;4850;1429;1150;5151;2873;4067;373;1636;1393;5240;314;4705;1490;1604;2990;1388;2923;4373;1722;3338;3674;2275;1110;704;4677;862;2078;4632;992;3049;2711;4591;5321;1200;1647;4318;4599;2582;3796;3449;4730;2719;
81;1;0.446428571429;0.0;60640;5989;1566;684;2620;1844;1012;2597;4594;2936;4347;4972;3897;3581;3316;3924;201;932;5034;2046;496;5170;3185;1842;3437;3996;776;3624;4305;5412;4908;1960;629;187;3890;5235;3125;5250;4275;3128;5548;4000;3127;2583;4081;2326;1359;2556;2861;1783;100;
82;0;0.446428571429;0.85;48380;45;2905;4826;302;2100;186;414;3136;4250;5348;3281;108;899;2227;2003;5902;217;4030;224;3868;2259;4823;5098;1243;2317;5837;4776;5158;3670;1958;4779;4867;3246;2309;5710;4255;1379;3982;3787;458;3328;287;1171;3001;226;5813;1707;5802;1375;1479;
83;1;0.446428571429;0.1;94609;21;3785;4022;3770;5015;3398;4963;2766;1713;5561;1921;1253;3808;5929;1400;434;554;1633;5646;3550;1445;2322;3655;994;5265;4784;4923;984;5303;5489;1916;4610;3403;3315;4211;2952;4965;969;1818;4887;1509;5470;4765;1291;2084;5443;5625;5095;2723;2814;
84;0;0.321428571429;0.2;53140;10;5677;278;3867;158;5644;5087;4874;454;1217;1015;4617;1797;5021;4679;2801;4953;464;5576;1121;5421;368;5235;1356;2206;3407;5079;5853;2090;2051;2145;3126;222;1357;4192;4570;5485;146;769;1409;4888;3287;4727;1192;2746;3662;3840;2126;4547;167;
85;0;0.321428571429;0.2;94945;5929;486;5872;1271;13;140;5144;93;1368;5423;693;3412;3649;4088;2541;2160;2074;4506;4627;1047;2596;549;3937;1418;459;2362;2886;4025;503;3488;1964;477;1576;5422;1403;1334;2084;2100;4200;4882;3912;5196;1595;3379;1076;2706;3458;1742;740;947;
86;1;0.0178571428571;0.5;54467;69;3224;3150;2084;280;1924;5911;5845;3020;5663;1645;1983;4949;4166;4550;392;4104;843;401;2892;2660;4135;2670;5850;3824;764;5016;2516;203;2877;2538;5863;5128;2196;4048;3199;3564;3070;983;2711;2913;5432;4502;4159;3779;388;4318;4924;3769;3952;
87;0;0.446428571429;0.7;48360;5839;4730;3379;4223;4160;5399;1127;1956;2705;3816;4524;2535;5181;4167;1289;5359;3643;1995;6035;2969;3611;3931;5515;3237;5817;1516;4128;5104;2997;4350;1612;4735;3372;1840;4578;2924;3936;1652;1908;1439;3277;3210;1479;2490;4787;3671;2153;98;268;357;
